ID,study,study_label,type_long,event.e,n.e,mean.e,lower.e,upper.e,sd.e,se.e,event.c,n.c,mean.c,lower.c,upper.c,sd.c,se.c,ROB,outcome,AB,TE,lower,upper,est.type,Notes,type,outcome_asis,domain,study_design,rob,forest_plot_id,forest_plot_title,follow_up,rr_estimate,rr_lower,rr_upper,n_vax_outcome,n_vax_no_outcome,n_unvax_outcome,n_unvax_no_outcome,tau_sq,i_sq,p
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,,59,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FIM,,3.407644088,2.147963459,5.406068794,,,,,4.756007189,0.969608293,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,18.45786204,8.670656861,39.29260221,,,,,0.293212312,0.825832104,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,6.562916378,3.560380867,12.09754602,,,,,0.371262956,0.870389988,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,8.139764035,3.136554332,21.12374011,,,,,0.985992892,0.930433402,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,,63,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FIM,,1.333213107,0.749949205,2.37010344,,,,,0.235713906,0.559754878,0.132
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,15.21024377,4.921272227,47.01050966,,,,,1.339436021,0.899940178,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,6.211048514,2.926803461,13.18063347,,,,,0.872971125,0.912890907,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,,66,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FHA,,8.228616855,4.554124652,14.86787045,,,,,0.171231215,0.729334364,0.00518
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,,67,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - FIM,,2.456042762,1.697925581,3.552656322,,,,,5.943483674,0.980252178,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,,68,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PRN,,18.55822889,4.627031718,74.43386616,,,,,0.21155802,0.783316216,0.0099
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,RCT,,69,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - RCT - PT,,6.468938529,2.733728099,15.30772783,,,,,0.406145671,0.864544769,<0.001
,,Pooled,,,,,,,,,,,,,,,,,,,,,,,,,Pertussis Antibodies: Breast Milk,Immunogenicity,Observational,,70,Pertussis Antibodies: Breast Milk (Immunogenicity) - Observational - PT,,2.139032341,0.692201169,6.610013909,,,,,0.408162265,0.909793727,<0.001
1868,Jones 2021,Jones 2021,Non-randomized studies,,61,66.37,51.95,84.79,,,,27,5.97,4.02,8.87,,,High,Infbl2,FHA,2.40849822,1.94312184,2.873874599,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,High,41,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - FHA,,11.11725293,6.980509023,17.70548714,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,102,80.84,66.3,98.56,,,,14,13.21,9.42,18.52,,,Moderate,Infbl2,FHA,1.811497774,1.419646168,2.20334938,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Moderate,41,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - FHA,,6.119606359,4.135656852,9.055292382,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,83,43.77,33.35,57.45,,,,14,5.04,2.52,10.05,,,Critical,Infbl2,FHA,2.161542569,1.418350539,2.904734599,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Critical,41,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - FHA,,8.68452381,4.130302048,18.26039668,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,51,121,100,145,,,,26,23,19,27,,,Unclear,Infbl2,FHA,1.66029633,1.404591445,1.916001214,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Unclear,41,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - FHA,,5.260869565,4.073862006,6.793737378,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,62,62.51,39.17,99.75,,,,27,2.63,1.44,4.82,,,High,Infbl2,PRN,3.168342698,2.404577571,3.932107824,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,High,42,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PRN,,23.76806084,11.07375143,51.01439379,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,102,74.93,57.81,97.12,,,,14,11.67,4.91,27.74,,,Moderate,Infbl2,PRN,1.859532898,0.955710167,2.763355629,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Moderate,42,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PRN,,6.420736932,2.600516729,15.85295041,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,83,42.4,29.8,60.31,,,,14,3.5,1.95,6.27,,,Critical,Infbl2,PRN,2.494385394,1.812272794,3.176497994,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Critical,42,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PRN,,12.11428571,6.124351013,23.96268895,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,51,253,183,351,,,,26,17,14.5,21,,,Unclear,Infbl2,PRN,2.700176145,2.325553493,3.074798797,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Unclear,42,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PRN,,14.88235294,10.23234205,21.64552632,,,,,,,
1614,Healy 2018,Healy 2018,Non-randomized studies,,312,11.8,10.5,13.3,,,,314,3.2,2.9,3.5,,,Serious,Infbl2,PT,1.304948722,1.153916195,1.455981248,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Serious,43,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PT,,3.6875,3.170585259,4.28868967,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,61,16.82,12.64,22.37,,,,27,2.64,1.77,3.94,,,High,Infbl2,PT,1.851789737,1.360313224,2.343266251,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,High,43,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PT,,6.371212121,3.897413873,10.41519972,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,102,18.7,15.23,22.95,,,,14,3.39,1.97,5.82,,,Moderate,Infbl2,PT,1.707693602,1.128554496,2.286832709,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Moderate,43,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PT,,5.516224189,3.091184949,9.843710357,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,83,10.94,8.55,14,,,,14,2.26,1.38,3.71,,,Low (except for uncontrolled confounding),Infbl2,PT,1.577060984,1.024523159,2.129598808,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Low (except for uncontrolled confounding),43,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PT,,4.840707965,2.785766776,8.411491515,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,51,15.5,12.1,20,,,,26,1.1,0.7,1.6,,,Unclear,Infbl2,PT,2.645529844,2.161812295,3.129247393,ROM,,NRS,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,Observational,Unclear,43,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - Observational - PT,,14.09090909,8.686866567,22.85677091,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,114,143.5,121.8,169.1,,,,59,13.3,10.1,17.6,,,Low,Infbl2,FHA,2.378571,2.056047861,2.701094139,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Low,44,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - FHA,,10.78947368,7.815022644,14.89602112,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,45,59,48,73,,,,35,23.1,19.7,27,,,Unclear,Infbl2,FHA,0.937704826,0.675435802,1.19997385,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Unclear,44,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - FHA,,2.554112554,1.964889093,3.320030104,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,114,72.6,51.7,101.9,,,,59,1.8,1.3,2.7,,,Low,Infbl2,PRN,3.697178257,3.198528792,4.195827722,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Low,45,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PRN,,40.33333333,24.49646428,66.40867673,,,,,,,
4167,VillarrealPerez 2017,VillarrealPerez 2017,Randomized studies,,90,71.41,56.8,89.77,,,,81,6.93,5.52,8.72,,,Some concerns,Infbl2,PRN,2.332578102,2.0090923,2.656063905,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Some concerns,45,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PRN,,10.3044733,7.456545967,14.24012814,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,45,46,32,66,,,,35,7.8,6.6,9.4,,,Unclear,Infbl2,PRN,1.774517663,1.371677817,2.177357508,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Unclear,45,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PRN,,5.897435897,3.941959038,8.822960825,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,114,21,17.3,25.5,,,,59,4.3,3,6.2,,,Low,Infbl2,PT,1.585907415,1.174353419,1.997461411,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Low,46,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PT,,4.88372093,3.236049898,7.370322114,,,,,,,
4167,VillarrealPerez 2017,VillarrealPerez 2017,Randomized studies,,90,10.95,8.71,13.77,,,,81,6.2,4.96,7.73,,,Some concerns,Infbl2,PT,0.568790164,0.249942529,0.8876378,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Some concerns,46,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PT,,1.766129032,1.283951624,2.429384176,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,45,4.2,2.9,5.9,,,,35,0.8,0.5,1.3,,,Unclear,Infbl2,PT,1.658228077,1.062945524,2.25351063,ROM,,RCT,Pertussis Antibodies: Infant Blood at 2mo,Immunogenicity,RCT,Unclear,46,Pertussis Antibodies: Infant Blood at 2mo (Immunogenicity) - RCT - PT,,5.25,2.894885397,9.521102297,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,62,54.52,47.75,62.25,,,,45,67.31,55.02,82.34,,,High,Infbl5,FHA,-0.210741207,-0.452018199,0.030535784,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,47,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FHA,,0.809983658,0.636342589,1.031006783,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,93,120.28,107.37,134.73,,,,13,162.11,128.97,203.77,,,Moderate,Infbl5,FHA,-0.298452759,-0.55377176,-0.043133758,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Moderate,47,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FHA,,0.741965332,0.574777793,0.95778327,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,69,106.69,90.6,125.65,,,,10,91.67,59.69,140.78,,,Moderate,Infbl5,FHA,0.151732261,-0.30739225,0.610856773,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Moderate,47,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FHA,,1.163848587,0.735362098,1.842008906,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,49,65,56,75,,,,21,54,41,70,,,Unclear,Infbl5,FHA,0.185403223,-0.119345236,0.490151682,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Unclear,47,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FHA,,1.203703704,0.887501351,1.632563832,,,,,,,
Furuta 2017,Ladhani 2015,Ladhani 2015,Non-randomized studies,,129,25.5,23,28.3,,,,197,41.1,37.5,45.1,,,High,Infbl5,FHA,-0.477329669,-0.616125214,-0.338534124,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,47,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FHA,,0.620437956,0.540032901,0.712814455,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,62,3.64,2.77,4.79,,,,45,2.32,1.73,3.12,,,High,Infbl5,FIM,0.450416496,0.048012305,0.852820687,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,48,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FIM,,1.568965517,1.049183565,2.346255579,,,,,,,
Furuta 2017,Ladhani 2015,Ladhani 2015,Non-randomized studies,,129,113.9,99,131.1,,,,197,224.9,196.1,258,,,High,Infbl5,FIM,-0.680334989,-0.876632607,-0.48403737,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,48,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - FIM,,0.50644731,0.416182003,0.616290171,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,62,65.88,55.66,77.96,,,,44,73.85,54.41,100.22,,,High,Infbl5,PRN,-0.114201104,-0.462993821,0.234591614,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,49,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PRN,,0.892078538,0.629396521,1.264392303,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,49,68,56,84,,,,21,87,62,121,,,Unclear,Infbl5,PRN,-0.246400413,-0.637393705,0.144592878,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Unclear,49,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PRN,,0.781609195,0.528668496,1.155569017,,,,,,,
1868,Jones 2021,Jones 2021,Non-randomized studies,,62,30.72,26.32,35.84,,,,45,43.2,35.5,52.58,,,High,Infbl5,PT,-0.340926587,-0.590732457,-0.091120717,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,50,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PT,,0.711111111,0.553921412,0.912907501,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,93,44.57,39.3,50.54,,,,13,56.65,44.51,72.09,,,Moderate,Infbl5,PT,-0.239831001,-0.511764314,0.032102313,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Moderate,50,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PT,,0.786760812,0.59943705,1.032623151,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,69,42.9,36.33,50.64,,,,10,46.13,24.95,85.28,,,Moderate,Infbl5,PT,-0.072591672,-0.709163075,0.563979732,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Moderate,50,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PT,,0.92998049,0.492055839,1.75765359,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,49,29,25,35,,,,21,54,42,69,,,Unclear,Infbl5,PT,-0.621688217,-0.921547829,-0.321828604,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,Unclear,50,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PT,,0.537037037,0.397902679,0.724822411,,,,,,,
Furuta 2017,Ladhani 2015,Ladhani 2015,Non-randomized studies,,129,28.8,25.7,32.4,,,,197,43.2,39.4,47.2,,,High,Infbl5,PT,-0.405465108,-0.552346268,-0.258583948,ROM,,NRS,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,Observational,High,50,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - Observational - PT,,0.666666667,0.575597718,0.772144208,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,20.2,15.4,26.5,,,,41,19.8,14.2,27.7,,,Low,Infbl5,FHA,0.020000667,-0.410430974,0.450432308,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,51,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - FHA,,1.02020202,0.663364296,1.568990325,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,22.2,17.1,28.7,,,,50,17.1,12.8,22.7,,,Low,Infbl5,FHA,0.261013825,-0.125112193,0.647139844,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,51,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - FHA,,1.298245614,0.882397898,1.91006991,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,63,23.9,19.2,29.8,,,,32,20.7,14.2,30.2,,,Low,Infbl5,FHA,0.143744759,-0.292909453,0.58039897,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,51,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - FHA,,1.154589372,0.746089694,1.786751149,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,35,77,66,90,,,,35,66.6,56,78,,,Unclear,Infbl5,FHA,0.145100844,-0.081831762,0.372033451,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Unclear,51,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - FHA,,1.156156156,0.921426965,1.450681507,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,63,28.4,21.6,37.3,,,,32,39.1,28.2,54.2,,,Low,Infbl5,PRN,-0.319733322,-0.745562394,0.10609575,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,52,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PRN,,0.726342711,0.474467387,1.111928339,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,35,83,65,104,,,,35,132.6,104,168,,,Unclear,Infbl5,PRN,-0.46849647,-0.804239583,-0.132753357,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Unclear,52,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PRN,,0.625942685,0.447428029,0.875681046,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,16.8,10.7,26.1,,,,41,87.6,43.7,175.6,,,Low,Infbl5,PT,-1.651402112,-2.47747823,-0.825325993,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,53,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PT,,0.191780822,0.083954673,0.438092154,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,23.5,15.6,35.3,,,,50,141.1,80.9,246.1,,,Low,Infbl5,PT,-1.792468438,-2.482498362,-1.102438513,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,53,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PT,,0.166548547,0.083534266,0.332060362,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,63,17.3,12.8,23.4,,,,32,67.1,35.5,126.7,,,Low,Infbl5,PT,-1.355477542,-2.05951592,-0.651439165,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Low,53,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PT,,0.257824143,0.127515683,0.521295007,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Hoang 2016,Hoang 2016,Randomized studies,,35,70,58,84,,,,35,67,53,84,,,Unclear,Infbl5,PT,0.043802623,-0.251688457,0.339293702,ROM,,RCT,Pertussis Antibodies: Infant Blood at 5mo,Immunogenicity,RCT,Unclear,53,Pertussis Antibodies: Infant Blood at 5mo (Immunogenicity) - RCT - PT,,1.044776119,0.777486921,1.40395563,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,329.6,251.1,432.8,,,,101,32.1,25.3,40.6,,,Critical,Infcord,FHA,2.329023768,1.968436529,2.689611007,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Critical,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,10.26791277,7.159474102,14.72594652,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,100,365.8,307.11,435.7,,,,17,42.7,29.76,61.26,,,Moderate,Infcord,FHA,2.147887816,1.746779166,2.548996466,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,8.566744731,5.73609787,12.79425786,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,54,143.53,110.99,185.61,,,,6,29.03,11.63,72.44,,,Moderate,Infcord,FHA,1.598214295,0.648178141,2.548250448,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,4.94419566,1.91205416,12.78471668,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,190.2,160.9,224.8,,,,20,17.1,10.2,28.7,,,Unclear,Infcord,FHA,2.408997687,1.865386651,2.952608723,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,11.12280702,6.45843256,19.15586093,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,58,140,109,180,,,,41,27.5,21.5,35,,,Unclear,Infcord,FHA,1.627456418,1.277789399,1.977123437,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,5.090909091,3.58869777,7.221938717,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,87.6,56.3,136.4,,,,86,73,57.6,92.6,,,High,Infcord,FHA,0.182321557,-0.319785596,0.68442871,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,1.2,0.726304743,1.98263885,,,,,,,
Furuta 2017,Gall 2011,Gall 2011,Non-randomized studies,,52,104.2,61.668,146.732,,21.7,,52,26.8,18.96,34.64,,4,High,Infcord,FHA,1.357910242,0.830028525,1.885791959,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,54,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FHA,,3.888059701,2.293384157,6.59157263,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,191.8,84.5,435.7,,,,86,182.6,127.7,261.2,,,High,Infcord,FIM,0.049155194,-0.845600504,0.943910893,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,55,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FIM,,1.050383352,0.429299485,2.570012834,,,,,,,
Furuta 2017,Gall 2011,Gall 2011,Non-randomized studies,,52,1198.99,826.786,1571.194,,189.9,,52,82.8,54.2036,111.3964,,14.59,High,Infcord,FIM,2.672806753,2.190333216,3.15528029,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,55,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - FIM,,14.48055556,8.93819097,23.45961167,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,225.9,137.3,371.8,,,,101,8.9,6.3,12.7,,,Critical,Infcord,PRN,3.234041147,2.624971268,3.843111026,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Critical,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,25.38202247,13.80417756,46.67044177,,,,,,,
