ID,study,study_label,type_long,event.e,n.e,mean.e,lower.e,upper.e,sd.e,se.e,event.c,n.c,mean.c,lower.c,upper.c,sd.c,se.c,ROB,outcome,AB,TE,lower,upper,est.type,Notes,type,outcome_asis,domain,study_design,rob,forest_plot_id,forest_plot_title,follow_up,rr_estimate,rr_lower,rr_upper,n_vax_outcome,n_vax_no_outcome,n_unvax_outcome,n_unvax_no_outcome,tau_sq,i_sq,p
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,100,387.06,307,488.02,,,,17,39.79,19.89,79.58,,,Moderate,Infcord,PRN,2.274964095,1.543980294,3.005947897,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,9.727569741,4.68319371,20.20535962,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,54,171.84,113.91,259.24,,,,6,15.9,7.06,35.81,,,Moderate,Infcord,PRN,2.380244702,1.470173178,3.290316226,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,10.80754717,4.349988397,26.85135342,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,162.1,120.4,218.2,,,,20,10.6,4.5,25.3,,,Unclear,Infcord,PRN,2.727359428,1.814243003,3.640475852,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,15.29245283,6.136429162,38.10996712,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,58,697,573,848,,,,41,21,15.5,28,,,Unclear,Infcord,PRN,3.502262973,3.147519413,3.857006533,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,33.19047619,23.27824919,47.32347784,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,70,32.5,150.5,,,,86,41.7,28.3,55,,,High,Infcord,PRN,0.517994113,-0.317284582,1.353272808,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,1.678657074,0.728123515,3.870070827,,,,,,,
Furuta 2017,Gall 2011,Gall 2011,Non-randomized studies,,52,333,222.456,443.544,,56.4,,52,24.7,13.332,36.068,,5.8,High,Infcord,PRN,2.601339246,1.995803566,3.206874926,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,56,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PRN,,13.48178138,7.358113385,24.70177063,,,,,,,
79,Abu Raya 2019a,Abu Raya 2019a,Non-randomized studies,,43,75.3,61.2,92.9,,,,22,21.4,16.6,27.6,,,Moderate,Infcord,PT,1.258089213,0.929194487,1.586983939,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,3.518691589,2.532468419,4.888981203,,,,,,,
79,Abu Raya 2019b,Abu Raya 2019b,Non-randomized studies,,47,52.66,39.9,69.6,,,,22,21.4,16.6,27.6,,,Moderate,Infcord,PT,0.900465232,0.523619198,1.277311266,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,2.460747664,1.68812627,3.586982309,,,,,,,
1205,Fallo 2018,Fallo 2018,Non-randomized studies,,105,51.3,41.3,63.8,,,,99,11.6,9.7,14,,,Moderate,Infcord,PT,1.486685654,1.202182316,1.771188992,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,4.422413793,3.327370379,5.877837911,,,,,,,
1614,Healy 2018,Healy 2018,Non-randomized studies,,312,47.3,42.1,53.2,,,,314,12.9,11.8,14.2,,,Moderate,Infcord,PT,1.299282984,1.150086212,1.448479756,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,3.666666667,3.158465195,4.256638467,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,55,39.3,77.1,,,,101,6.2,4.5,8.7,,,Critical,Infcord,PT,2.182783893,1.711424852,2.654142935,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Critical,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,8.870967742,5.536845042,14.21279954,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,100,87.83,73.07,105.57,,,,17,15.37,8.83,26.75,,,Moderate,Infcord,PT,1.74298557,1.159055587,2.326915554,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,5.71437866,3.186922083,10.24628862,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,53,47.64,37.93,59.84,,,,6,6.91,2.26,21.13,,,Moderate,Infcord,PT,1.930703107,0.790026795,3.071379418,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Moderate,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,6.894356006,2.203455468,21.57163847,,,,,,,
4126,Vaz-de-Lima 2019,Vaz-de-Lima 2019,Non-randomized studies,,243,89.8,80.9,99.6,,,,75,16.1,12.7,20.4,,,Serious,Infcord,PT,1.718765703,1.459992196,1.977539211,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Serious,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,5.577639752,4.305925923,7.224942034,,,,,,,
6659,Sahoo 2024,Sahoo 2024,Non-randomized studies,,30,117.42,100.11,134.74,46.38,,,162,27.18,23.77,30.59,21.98,,Critical,Infcord,PT,1.463275842,1.268414041,1.658137643,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Critical,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,4.3200883,3.555209672,5.249525244,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,17.81,10.67,29.74,,,,20,1.12,0.41,3.02,,,Unclear,Infcord,PT,2.766431412,1.644137857,3.888724967,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,15.90178571,5.176545062,48.84856326,,,,,,,
Furuta 2017,Maertens 2016,Maertens 2016,Non-randomized studies,,58,100.7,82,123,,,,41,12.4,8,19,,,Unclear,Infcord,PT,2.094449327,1.616792934,2.572105721,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,Unclear,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,8.120967742,5.036910679,13.0933664,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,17.3,11.1,26.8,,,,86,16.7,13.2,21,,,High,Infcord,PT,0.035297782,-0.46283517,0.533430734,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,1.035928144,0.629496384,1.704770903,,,,,,,
Furuta 2017,Gall 2011,Gall 2011,Non-randomized studies,,52,28.2,22.712,33.688,,2.8,,52,11.01,7.482,14.538,,1.8,High,Infcord,PT,0.940518027,0.554292471,1.326743583,ROM,,NRS,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,Observational,High,57,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - Observational - PT,,2.561307902,1.740708948,3.768750759,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,74.1,44.3,124.2,,,,41,17.5,11.6,26.4,,,Low,Infcord,FHA,1.443214651,0.78385009,2.102579213,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,4.234285714,2.189887319,8.187259389,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,269.9,186.5,390.6,,,,50,17.5,12.5,24.7,,,Low,Infcord,FHA,2.735850639,2.233267989,3.238433289,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,15.42285714,9.330307652,25.49374912,,,,,,,
3201,Perrett 2020,Perrett 2020,Randomized studies,,291,366.1,329,407.3,,,,292,22.7,19.7,26.2,,,Some concerns,Infcord,FHA,2.780541596,2.602437547,2.958645644,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Some concerns,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,16.1277533,13.49659656,19.27185312,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,124,387.5,327.9,457.9,,,,64,28.4,22.2,36.3,,,Low,Infcord,FHA,2.613326704,2.316126741,2.910526666,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,13.6443662,10.13633752,18.36646902,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,31,234.2,184.6,297.3,,,,14,25.1,10.5,60.3,,,Unclear,Infcord,FHA,2.233307605,1.327430485,3.139184725,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,9.330677291,3.77134041,23.08503854,,,,,,,
Furuta 2017,Hoang 2016,Hoang 2016,Randomized studies,,50,93,65,133,,,,47,27.3,20.9,36.7,,,Unclear,Infcord,FHA,1.225712791,0.77030049,1.681125092,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,58,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FHA,,3.406593407,2.160415339,5.371596114,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,124,23.9,17.8,32,,,,64,15.2,9.8,23.8,,,Low,Infcord,FIM,0.452583031,-0.079237694,0.984403756,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,59,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FIM,,1.572368421,0.923820312,2.676215732,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,31,1867,1211.7,2876.8,,,,14,51.8,22.8,118,,,Unclear,Infcord,FIM,3.584697994,2.655973957,4.513422032,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,59,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - FIM,,36.04247104,14.23884733,91.23348883,,,,,,,
3201,Perrett 2020,Perrett 2020,Randomized studies,,291,301.8,250.9,362.9,,,,292,14.6,12.1,17.7,,,Some concerns,Infcord,PRN,3.028743018,2.763748731,3.293737304,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Some concerns,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,20.67123288,15.85918347,26.9433713,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,124,184.5,130.6,260.6,,,,64,4,2.7,5.9,,,Low,Infcord,PRN,3.831355102,3.309740784,4.352969421,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,46.125,27.37802772,77.70887102,,,,,,,
4167,VillarrealPerez 2017,VillarrealPerez 2017,Randomized studies,,90,127.51,104.15,156.12,,,,81,8.07,5.84,11.14,,,Some concerns,Infcord,PRN,2.760041311,2.37894762,3.141135001,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Some concerns,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,15.80049566,10.79353798,23.13010466,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,31,219,134.4,357,,,,14,14.4,5.4,38.4,,,Unclear,Infcord,PRN,2.721843523,1.626116858,3.817570189,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,15.20833333,5.084094077,45.49353322,,,,,,,
Furuta 2017,Hoang 2016,Hoang 2016,Randomized studies,,50,124,86,179,,,,47,13.9,10.5,18.2,,,Unclear,Infcord,PRN,2.188392725,1.730163408,2.646622043,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,60,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PRN,,8.920863309,5.641575712,14.10630757,,,,,,,
2884,Nakabembe 2025a,Nakabembe 2025a,Randomized studies,,40,114.8,70.4,186.8,,,,41,12,8,17,,,Low,Infcord,PT,2.258284834,1.641753021,2.874816647,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,9.566666667,5.164214558,17.72217441,,,,,,,
2884,Nakabembe 2025b,Nakabembe 2025b,Randomized studies,,50,170,101,285,,,,50,8,5,12,,,Low,Infcord,PT,3.056356895,2.377648701,3.73506509,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,21.25,10.77952715,41.89075214,,,,,,,
3201,Perrett 2020,Perrett 2020,Randomized studies,,291,46.9,41.2,53.3,,,,292,5.5,4.8,6.3,,,Some concerns,Infcord,PT,2.143269583,1.956017611,2.330521555,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Some concerns,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,8.527272727,7.071111005,10.28330345,,,,,,,
1550,Haidara 2024,Haidara 2024,Randomized studies,,124,55.4,46.2,66.2,,,,64,7.9,5.4,11.5,,,Low,Infcord,PT,1.947716834,1.52913528,2.366298389,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Low,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,7.012658228,4.614185118,10.65786789,,,,,,,
4167,VillarrealPerez 2017,VillarrealPerez 2017,Randomized studies,,90,28.25,21.06,37.9,,,,81,8.02,5.84,11,,,Some concerns,Infcord,PT,1.259155036,0.827257378,1.691052693,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Some concerns,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,3.52244389,2.287037652,5.425188759,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Munoz 2014,Munoz 2014,Randomized studies,,31,68.8,52.1,90.8,,,,14,14,7.3,26.9,,,Unclear,Infcord,PT,1.592146415,0.883336307,2.300956523,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,4.914285714,2.418956641,9.983727558,,,,,,,
Furuta 2017,Hoang 2016,Hoang 2016,Randomized studies,,50,21,16,28,,,,47,7.2,5.6,9.4,,,Unclear,Infcord,PT,1.070441412,0.689182026,1.451700797,ROM,,RCT,Pertussis Antibodies: Infant Cord Blood at Birth,Immunogenicity,RCT,Unclear,61,Pertussis Antibodies: Infant Cord Blood at Birth (Immunogenicity) - RCT - PT,,2.916666667,1.992085393,4.270371378,,,,,,,
4288,Wieringa 2025,Wieringa 2025,Non-randomized studies,,135,158.3,134.63,186.14,,,,25,7.61,4.57,12.66,,,Moderate,Matbl,FHA,3.035028795,2.500430181,3.569627409,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,20.80157687,12.18773576,35.50336247,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,339.2,250.8,458.6,,,,101,23.7,18.7,30.1,,,Critical,Matbl,FHA,2.661114856,2.276791733,3.045437979,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Critical,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,14.31223629,9.745364469,21.01923516,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,106,231.49,195.47,274.16,,,,17,22.19,13.5,36.5,,,Moderate,Matbl,FHA,2.344894939,1.819603516,2.870186362,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,10.43217666,6.169411895,17.64030537,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,63,178.89,133.89,239.02,,,,14,16.05,6.85,37.59,,,Moderate,Matbl,FHA,2.411062242,1.51185097,3.310273514,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,11.14579439,4.535117398,27.39261672,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,187.4,162.9,215.7,,,,20,13.4,8.9,20.3,,,Unclear,Matbl,FHA,2.637990663,2.202463182,3.073518144,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,13.98507463,9.047271149,21.61782366,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,57,107,91,126,,,,41,21.4,16.6,27.5,,,Unclear,Matbl,FHA,1.609437912,1.30914392,1.909731905,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,5,3.703002288,6.751278572,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,49.3,28.4,85.8,,,,86,50.9,40.6,63.9,,,High,Matbl,FHA,-0.031938843,-0.629460007,0.565582322,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,High,62,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FHA,,0.968565815,0.532879475,1.760472646,,,,,,,
4288,Wieringa 2025,Wieringa 2025,Non-randomized studies,,135,8.33,6.29,11.05,,,,25,4.46,2.29,8.68,,,Moderate,Matbl,FIM,0.62471469,-0.098640901,1.348070282,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,63,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FIM,,1.867713004,0.906068017,3.849988964,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,103.1,42.7,249,,,,86,138.2,97.2,196.5,,,High,Matbl,FIM,-0.29300252,-1.242282265,0.656277225,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,High,63,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - FIM,,0.74602026,0.288724519,1.927602928,,,,,,,
4288,Wieringa 2025,Wieringa 2025,Non-randomized studies,,135,108.89,81.13,140.84,,,,25,4.73,2.56,8.75,,,Moderate,Matbl,PRN,3.136412996,2.46284294,3.809983052,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,23.02114165,11.73813496,45.14967367,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,257.5,153.8,431.2,,,,101,7.5,5.4,10.5,,,Critical,Matbl,PRN,3.5361167,2.922727062,4.149506337,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Critical,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,34.33333333,18.5919197,63.40269304,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,106,250.9,199.65,315.31,,,,17,19.08,7.78,46.77,,,Moderate,Matbl,PRN,2.576413787,1.650920889,3.501906686,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,13.14989518,5.211777085,33.17865296,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,63,217.8,140.53,337.55,,,,14,9.27,4.49,19.12,,,Moderate,Matbl,PRN,3.156793831,2.310161019,4.003426642,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,23.49514563,10.07604696,54.78555928,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,166,125.7,219.4,,,,20,8.5,3.5,20.3,,,Unclear,Matbl,PRN,2.971921625,2.049924918,3.893918332,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,19.52941176,7.767317897,49.10291158,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,57,602,485.5,747,,,,41,18,13,24,,,Unclear,Matbl,PRN,3.509885687,3.135199235,3.88457214,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,33.44444444,22.99321643,48.64612428,,,,,,,
Furuta 2017,Healy 2013,Healy 2013,Non-randomized studies,,19,40.4,18.9,87.3,,,,86,39.5,28.3,55,,,High,Matbl,PRN,0.022529113,-0.811587064,0.85664529,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,High,64,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PRN,,1.02278481,0.444152608,2.355246257,,,,,,,
4288,Wieringa 2025,Wieringa 2025,Non-randomized studies,,135,40.57,33.41,49.26,,,,25,3.29,2.04,5.29,,,Moderate,Matbl,PT,2.512141312,1.997675117,3.026607508,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,12.33130699,7.371897363,20.62713635,,,,,,,
1205,Fallo 2018,Fallo 2018,Non-randomized studies,,105,35.1,28.5,43.1,,,,99,9.8,8,12.1,,,Moderate,Matbl,PT,1.275818745,0.983294739,1.568342751,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,3.581632653,2.673249407,4.798688977,,,,,,,
2341,Lima 2019,Lima 2019,Non-randomized studies,,66,59.6,42.5,83.5,,,,101,4.7,3.4,6.6,,,Critical,Matbl,PT,2.540093065,2.066794326,3.013391805,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Critical,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,12.68085106,7.899459394,20.35632765,,,,,,,
2479,Maertens 2022a,Maertens 2022a,Non-randomized studies,,106,59.69,50.24,70.92,,,,17,8.32,4.5,15.37,,,Moderate,Matbl,PT,1.970502247,1.3326022,2.608402294,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,7.174278846,3.790895233,13.57734092,,,,,,,
2479,Maertens 2022b,Maertens 2022b,Non-randomized studies,,63,58.18,44.93,75.32,,,,14,6.04,2.95,12.37,,,Moderate,Matbl,PT,2.265137641,1.503273104,3.027002178,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Moderate,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,9.632450331,4.496382139,20.63527888,,,,,,,
4126,Vaz-de-Lima 2019,Vaz-de-Lima 2019,Non-randomized studies,,243,66.5,60.1,73.6,,,,75,12.4,10.3,14.9,,,Serious,Matbl,PT,1.679505475,1.468921498,1.890089452,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Serious,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,5.362903226,4.344547011,6.619960824,,,,,,,
Furuta 2017,Abu Raya 2014a,Abu Raya 2014a,Non-randomized studies,,61,16.9,10.5,27,,,,20,0.7,0.3,1.8,,,Unclear,Matbl,PT,3.183988566,2.171268253,4.196708878,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,24.14285714,8.76939881,66.46721898,,,,,,,
Furuta 2017 (effectiveness outcomes) / listed under Vygen-Bonnet 2020,Maertens 2016,Maertens 2016,Non-randomized studies,,57,31.4,26,38,,,,41,6.4,4.3,9.6,,,Unclear,Matbl,PT,1.590509903,1.14636488,2.034654925,ROM,,NRS,Pertussis Antibodies: Maternal Blood at Birth,Immunogenicity,Observational,Unclear,65,Pertussis Antibodies: Maternal Blood at Birth (Immunogenicity) - Observational - PT,,4.90625,3.14673334,7.649611982,,,,,,,
