"id_meta","domain","analysis_label","study","is_meta","is_rct","study_design","outcome","population","rr","rr_lower","rr_upper","tau_sq","p","i_sq","effect_measure","rr_order","rr_lower_order","rr_upper_order","rob","rob_original","ab","ab_abbrev","ab_footnote","n_events_vax","n_vax","mean_vax","lower_vax","upper_vax","sd_vax","se_vax","n_events_unvax","n_unvax","mean_unvax","lower_unvax","upper_unvax","sd_unvax","se_unvax","te","lower","upper","notes"
60,"Immunogenicity","Anti-PRN Ab (infant blood, birth) - RCTs","Munoz 2014",0,1,"RCT","Anti-PRN Ab (infant blood, birth)","Infant",15.20833333,5.084094077,45.49353322,,,,"ROM",2,1,4,"Unclear","Unclear","Anti-pertactin","PRN",,,31,219,134.4,357,,,,14,14.4,5.4,38.4,,,2.721843523,1.626116858,3.817570189,
60,"Immunogenicity","Anti-PRN Ab (infant blood, birth) - RCTs","Hoang 2016",0,1,"RCT","Anti-PRN Ab (infant blood, birth)","Infant",8.920863309,5.641575712,14.10630757,,,,"ROM",1,2,1,"Unclear","Unclear","Anti-pertactin","PRN",,,50,124,86,179,,,,47,13.9,10.5,18.2,,,2.188392725,1.730163408,2.646622043,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Nakabembe 2025a",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",9.566666667,5.164214558,17.72217441,,,,"ROM",6,5,6,"Low","Low","Anti-pertussis toxin","PT",,,40,114.8,70.4,186.8,,,,41,12,8,17,,,2.258284834,1.641753021,2.874816647,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Nakabembe 2025b",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",21.25,10.77952715,41.89075214,,,,"ROM",7,7,7,"Low","Low","Anti-pertussis toxin","PT",,,50,170,101,285,,,,50,8,5,12,,,3.056356895,2.377648701,3.73506509,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Perrett 2020",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",8.527272727,7.071111005,10.28330345,,,,"ROM",5,6,4,"Some concerns","Some concerns","Anti-pertussis toxin","PT",,,291,46.9,41.2,53.3,,,,292,5.5,4.8,6.3,,,2.143269583,1.956017611,2.330521555,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Haidara 2024",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",7.012658228,4.614185118,10.65786789,,,,"ROM",4,4,5,"Low","Low","Anti-pertussis toxin","PT",,,124,55.4,46.2,66.2,,,,64,7.9,5.4,11.5,,,1.947716834,1.52913528,2.366298389,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","VillarrealPerez 2017",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",3.52244389,2.287037652,5.425188759,,,,"ROM",2,2,2,"Some concerns","Some concerns","Anti-pertussis toxin","PT",,,90,28.25,21.06,37.9,,,,81,8.02,5.84,11,,,1.259155036,0.827257378,1.691052693,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Munoz 2014",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",4.914285714,2.418956641,9.983727558,,,,"ROM",3,3,3,"Unclear","Unclear","Anti-pertussis toxin","PT",,,31,68.8,52.1,90.8,,,,14,14,7.3,26.9,,,1.592146415,0.883336307,2.300956523,
61,"Immunogenicity","Anti-PT Ab (infant blood, birth) - RCTs","Hoang 2016",0,1,"RCT","Anti-PT Ab (infant blood, birth)","Infant",2.916666667,1.992085393,4.270371378,,,,"ROM",1,1,1,"Unclear","Unclear","Anti-pertussis toxin","PT",,,50,21,16,28,,,,47,7.2,5.6,9.4,,,1.070441412,0.689182026,1.451700797,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Wieringa 2025",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",20.80157687,12.18773576,35.50336247,,,,"ROM",7,7,7,"Moderate","Moderate","Anti-filamentous hemagglutinin","FHA",,,135,158.3,134.63,186.14,,,,25,7.61,4.57,12.66,,,3.035028795,2.500430181,3.569627409,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Lima 2019",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",14.31223629,9.745364469,21.01923516,,,,"ROM",6,6,4,"Critical","Critical","Anti-filamentous hemagglutinin","FHA",,,66,339.2,250.8,458.6,,,,101,23.7,18.7,30.1,,,2.661114856,2.276791733,3.045437979,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",10.43217666,6.169411895,17.64030537,,,,"ROM",3,4,3,"Moderate","Moderate","Anti-filamentous hemagglutinin","FHA",,,106,231.49,195.47,274.16,,,,17,22.19,13.5,36.5,,,2.344894939,1.819603516,2.870186362,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",11.14579439,4.535117398,27.39261672,,,,"ROM",4,3,6,"Moderate","Moderate","Anti-filamentous hemagglutinin","FHA",,,63,178.89,133.89,239.02,,,,14,16.05,6.85,37.59,,,2.411062242,1.51185097,3.310273514,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Abu Raya 2014a",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",13.98507463,9.047271149,21.61782366,,,,"ROM",5,5,5,"Unclear","Unclear","Anti-filamentous hemagglutinin","FHA",,,61,187.4,162.9,215.7,,,,20,13.4,8.9,20.3,,,2.637990663,2.202463182,3.073518144,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",5,3.703002288,6.751278572,,,,"ROM",2,2,2,"Unclear","Unclear","Anti-filamentous hemagglutinin","FHA",,,57,107,91,126,,,,41,21.4,16.6,27.5,,,1.609437912,1.30914392,1.909731905,
62,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - Observational studies (unadjusted)","Healy 2013",0,0,"Observational (unadjusted)","Anti-FHA Ab (maternal blood, delivery)","Maternal",0.968565815,0.532879475,1.760472646,,,,"ROM",1,1,1,"High","High","Anti-filamentous hemagglutinin","FHA",,,19,49.3,28.4,85.8,,,,86,50.9,40.6,63.9,,,-0.031938843,-0.629460007,0.565582322,
63,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - Observational studies (unadjusted)","Wieringa 2025",0,0,"Observational (unadjusted)","Anti-FIM Ab (maternal blood, delivery)","Maternal",1.867713004,0.906068017,3.849988964,,,,"ROM",2,2,2,"Moderate","Moderate","Anti-fimbriae","FIM",,,135,8.33,6.29,11.05,,,,25,4.46,2.29,8.68,,,0.62471469,-0.098640901,1.348070282,
63,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - Observational studies (unadjusted)","Healy 2013",0,0,"Observational (unadjusted)","Anti-FIM Ab (maternal blood, delivery)","Maternal",0.74602026,0.288724519,1.927602928,,,,"ROM",1,1,1,"High","High","Anti-fimbriae","FIM",,,19,103.1,42.7,249,,,,86,138.2,97.2,196.5,,,-0.29300252,-1.242282265,0.656277225,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Wieringa 2025",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",23.02114165,11.73813496,45.14967367,,,,"ROM",4,5,3,"Moderate","Moderate","Anti-pertactin","PRN",,,135,108.89,81.13,140.84,,,,25,4.73,2.56,8.75,,,3.136412996,2.46284294,3.809983052,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Lima 2019",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",34.33333333,18.5919197,63.40269304,,,,"ROM",7,6,7,"Critical","Critical","Anti-pertactin","PRN",,,66,257.5,153.8,431.2,,,,101,7.5,5.4,10.5,,,3.5361167,2.922727062,4.149506337,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",13.14989518,5.211777085,33.17865296,,,,"ROM",2,2,2,"Moderate","Moderate","Anti-pertactin","PRN",,,106,250.9,199.65,315.31,,,,17,19.08,7.78,46.77,,,2.576413787,1.650920889,3.501906686,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",23.49514563,10.07604696,54.78555928,,,,"ROM",5,4,6,"Moderate","Moderate","Anti-pertactin","PRN",,,63,217.8,140.53,337.55,,,,14,9.27,4.49,19.12,,,3.156793831,2.310161019,4.003426642,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Abu Raya 2014a",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",19.52941176,7.767317897,49.10291158,,,,"ROM",3,3,5,"Unclear","Unclear","Anti-pertactin","PRN",,,61,166,125.7,219.4,,,,20,8.5,3.5,20.3,,,2.971921625,2.049924918,3.893918332,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",33.44444444,22.99321643,48.64612428,,,,"ROM",6,7,4,"Unclear","Unclear","Anti-pertactin","PRN",,,57,602,485.5,747,,,,41,18,13,24,,,3.509885687,3.135199235,3.88457214,
64,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - Observational studies (unadjusted)","Healy 2013",0,0,"Observational (unadjusted)","Anti-PRN Ab (maternal blood, delivery)","Maternal",1.02278481,0.444152608,2.355246257,,,,"ROM",1,1,1,"High","High","Anti-pertactin","PRN",,,19,40.4,18.9,87.3,,,,86,39.5,28.3,55,,,0.022529113,-0.811587064,0.85664529,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Wieringa 2025",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",12.33130699,7.371897363,20.62713635,,,,"ROM",7,7,7,"Moderate","Moderate","Anti-pertussis toxin","PT",,,135,40.57,33.41,49.26,,,,25,3.29,2.04,5.29,,,2.512141312,1.997675117,3.026607508,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Fallo 2018",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",3.581632653,2.673249407,4.798688977,,,,"ROM",2,2,2,"Moderate","Moderate","Anti-pertussis toxin","PT",,,105,35.1,28.5,43.1,,,,99,9.8,8,12.1,,,1.275818745,0.983294739,1.568342751,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Lima 2019",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",12.68085106,7.899459394,20.35632765,,,,"ROM",8,8,6,"Critical","Critical","Anti-pertussis toxin","PT",,,66,59.6,42.5,83.5,,,,101,4.7,3.4,6.6,,,2.540093065,2.066794326,3.013391805,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022a",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",7.174278846,3.790895233,13.57734092,,,,"ROM",5,4,5,"Moderate","Moderate","Anti-pertussis toxin","PT",,,106,59.69,50.24,70.92,,,,17,8.32,4.5,15.37,,,1.970502247,1.3326022,2.608402294,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2022b",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",9.632450331,4.496382139,20.63527888,,,,"ROM",6,6,8,"Moderate","Moderate","Anti-pertussis toxin","PT",,,63,58.18,44.93,75.32,,,,14,6.04,2.95,12.37,,,2.265137641,1.503273104,3.027002178,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Vaz-de-Lima 2019",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",5.362903226,4.344547011,6.619960824,,,,"ROM",4,5,3,"Serious","Serious","Anti-pertussis toxin","PT",,,243,66.5,60.1,73.6,,,,75,12.4,10.3,14.9,,,1.679505475,1.468921498,1.890089452,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Abu Raya 2014a",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",24.14285714,8.76939881,66.46721898,,,,"ROM",9,9,9,"Unclear","Unclear","Anti-pertussis toxin","PT",,,61,16.9,10.5,27,,,,20,0.7,0.3,1.8,,,3.183988566,2.171268253,4.196708878,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",4.90625,3.14673334,7.649611982,,,,"ROM",3,3,4,"Unclear","Unclear","Anti-pertussis toxin","PT",,,57,31.4,26,38,,,,41,6.4,4.3,9.6,,,1.590509903,1.14636488,2.034654925,
65,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - Observational studies (unadjusted)","Healy 2013",0,0,"Observational (unadjusted)","Anti-PT Ab (maternal blood, delivery)","Maternal",0.75,0.435331717,1.292118122,,,,"ROM",1,1,1,"High","High","Anti-pertussis toxin","PT",,,19,10.5,6.4,17.1,,,,86,14,11.1,17.7,,,-0.287682072,-0.831646971,0.256282827,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Nakabembe 2025a",0,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",3.531914894,1.988596339,6.27297887,,,,"ROM",1,1,1,"Low","Low","Anti-filamentous hemagglutinin","FHA",,,40,66.4,41.7,105.7,,,,41,18.8,13.4,26.3,,,1.261840187,0.687429033,1.836251341,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Nakabembe 2025b",0,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",12.78181818,8.43552729,19.36747644,,,,"ROM",5,5,5,"Low","Low","Anti-filamentous hemagglutinin","FHA",,,50,210.9,158.1,281.4,,,,50,16.5,12.2,22.2,,,2.548023707,2.132452226,2.963595187,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Haidara 2024",0,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",10.50653595,8.091257355,13.64278663,,,,"ROM",4,4,3,"Low","Low","Anti-filamentous hemagglutinin","FHA",,,127,321.5,275,375.8,,,,64,30.6,24.8,37.7,,,2.351997535,2.09078414,2.61321093,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Munoz 2014",0,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",8.438356164,4.006560623,17.77231432,,,,"ROM",3,2,4,"Unclear","Unclear","Anti-filamentous hemagglutinin","FHA",,,33,184.8,142.8,239.1,,,,14,21.9,10.9,44.1,,,2.132787522,1.387933173,2.877641871,
66,"Immunogenicity","Anti-FHA Ab (maternal blood, delivery) - RCTs","Hoang 2016",0,1,"RCT","Anti-FHA Ab (maternal blood, delivery)","Maternal",8.034682081,5.834307347,11.06491522,,,,"ROM",2,3,2,"Unclear","Unclear","Anti-filamentous hemagglutinin","FHA",,,51,139,109,176,,,,47,17.3,14,21.4,,,2.083767432,1.763755552,2.403779311,
67,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - RCTs","Haidara 2024",0,1,"RCT","Anti-FIM Ab (maternal blood, delivery)","Maternal",1.308457711,0.870213968,1.967403013,,,,"ROM",1,1,1,"Low","Low","Anti-fimbriae","FIM",,,127,26.3,21,33,,,,64,20.1,14.3,28.2,,,0.268849124,-0.139016157,0.676714405,
67,"Immunogenicity","Anti-FIM Ab (maternal blood, delivery) - RCTs","Munoz 2014",0,1,"RCT","Anti-FIM Ab (maternal blood, delivery)","Maternal",42.57020057,17.86876934,101.4183989,,,,"ROM",2,2,2,"Unclear","Unclear","Anti-fimbriae","FIM",,,33,1485.7,979.9,2252.6,,,,14,34.9,16.3,74.8,,,3.751154491,2.88305446,4.619254523,
68,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - RCTs","Haidara 2024",0,1,"RCT","Anti-PRN Ab (maternal blood, delivery)","Maternal",32.2745098,20.60995546,50.54081679,,,,"ROM",3,3,3,"Low","Low","Anti-pertactin","PRN",,,127,164.6,121,224.1,,,,64,5.1,3.7,7.1,,,3.474277749,3.025774234,3.922781263,
68,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - RCTs","Munoz 2014",0,1,"RCT","Anti-PRN Ab (maternal blood, delivery)","Maternal",15.12295082,5.602636762,40.82071554,,,,"ROM",2,1,2,"Unclear","Unclear","Anti-pertactin","PRN",,,33,184.5,110.2,308.8,,,,14,12.2,5.2,28.4,,,2.716213512,1.723237337,3.709189686,
68,"Immunogenicity","Anti-PRN Ab (maternal blood, delivery) - RCTs","Hoang 2016",0,1,"RCT","Anti-PRN Ab (maternal blood, delivery)","Maternal",11.80851064,7.281026971,19.15127139,,,,"ROM",1,2,1,"Unclear","Unclear","Anti-pertactin","PRN",,,51,111,76,163,,,,47,9.4,6.9,12.5,,,2.468820512,1.98527192,2.952369104,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Nakabembe 2025a",0,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",8.568627451,4.721993522,15.54880922,,,,"ROM",4,4,4,"Low","Low","Anti-pertussis toxin","PT",,,40,87.4,55.1,138.5,,,,41,10.2,7,14.9,,,2.148107562,1.552231067,2.743984058,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Nakabembe 2025b",0,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",18.59090909,10.50302993,32.90687574,,,,"ROM",5,5,5,"Low","Low","Anti-pertussis toxin","PT",,,50,122.7,79.4,186.6,,,,50,6.6,4.5,9.6,,,2.922672703,2.35166378,3.493681625,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Haidara 2024",0,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",4.653465347,3.301356136,6.559346778,,,,"ROM",2,3,2,"Low","Low","Anti-pertussis toxin","PT",,,127,47,40.1,55.1,,,,64,10.1,7.4,13.6,,,1.537612178,1.194333334,1.880891021,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Munoz 2014",0,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",5.604395604,2.653576781,11.83657105,,,,"ROM",3,2,3,"Unclear","Unclear","Anti-pertussis toxin","PT",,,33,51,37.1,70.1,,,,14,9.1,4.6,17.8,,,1.723551219,0.975908458,2.47119398,
69,"Immunogenicity","Anti-PT Ab (maternal blood, delivery) - RCTs","Hoang 2016",0,1,"RCT","Anti-PT Ab (maternal blood, delivery)","Maternal",3.035087719,2.059727259,4.472319052,,,,"ROM",1,1,1,"Unclear","Unclear","Anti-pertussis toxin","PT",,,51,17.3,13,22,,,,47,5.7,4.3,7.6,,,1.110240327,0.722573576,1.497907078,
70,"Immunogenicity","Anti-PT Ab (breast milk) - Observational studies (unadjusted)","Lima 2019",0,0,"Observational (unadjusted)","Anti-PT Ab (breast milk)","Maternal",0.82472067,0.590089039,1.152646702,,,,"ROM",1,1,1,"Critical","Critical","Anti-pertussis toxin","PT",,,66,118.1,88.7,157.2,,,,101,143.2,120.3,170.3,,,-0.192710531,-0.527481841,0.142060778,
70,"Immunogenicity","Anti-PT Ab (breast milk) - Observational studies (unadjusted)","Orije 2021a",0,0,"Observational (unadjusted)","Anti-PT Ab (breast milk)","Maternal",3.666666667,2.348684594,5.724244318,,,,"ROM",4,4,3,"Serious","Serious","Anti-pertussis toxin","PT",,,64,0.11,0.08,0.14,,,,5,0.03,0.02,0.04,,,1.299282984,0.853855424,1.744710544,
70,"Immunogenicity","Anti-PT Ab (breast milk) - Observational studies (unadjusted)","Orije 2021b",0,0,"Observational (unadjusted)","Anti-PT Ab (breast milk)","Maternal",2.8,1.039375934,7.542987813,,,,"ROM",2,2,4,"Serious","Serious","Anti-pertussis toxin","PT",,,28,0.14,0.09,0.21,,,,7,0.05,0.02,0.12,,,1.029619417,0.038620469,2.020618365,
70,"Immunogenicity","Anti-PT Ab (breast milk) - Observational studies (unadjusted)","DeSchutter 2015",0,0,"Observational (unadjusted)","Anti-PT Ab (breast milk)","Maternal",2.894736842,1.583243537,5.292616828,,,,"ROM",3,3,2,"Unclear","Unclear","Anti-pertussis toxin","PT",,,19,0.55,0.31,0.98,,,,9,0.19,0.16,0.23,,,1.062894206,0.459475614,1.666312798,
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",0.812755167,0.465396438,1.419372619,0.074026182,"0.0623",0.553158968,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
2,"Safety - infant","Congenital abnormalities - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Congenital abnormalities","Infant",0.455565637,0.000164454,1261.991892,0.489146749,"0.102",0.626016605,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,"Safety - infant","Congenital abnormalities - RCTs","Pooled",1,1,"RCT","Congenital abnormalities","Infant",0.988403853,0.050887503,19.19807647,0.577113409,"0.255",0.267324979,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
4,"Safety - infant","Low birth weight - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Low birth weight","Infant",1.208748103,0.986795459,1.480622922,0,"0.8",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.557286849,0.155789102,1.99351962,0,"0.459",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
7,"Safety - infant","Small for gestational age - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Small for gestational age","Infant",0.934466408,0.486197947,1.796032818,0.037046611,"0.0903",0.584064117,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
8,"Safety - maternal","Fever (maternal) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Fever (maternal)","Maternal",2.013553256,0.554135679,7.316613732,0.257951487,"0.0408",0.637034429,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,"Safety - maternal","Fever (maternal) - RCTs","Pooled",1,1,"RCT","Fever (maternal)","Maternal",1.514943323,0.695084677,3.301832633,0,"0.921",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
10,"Safety - maternal","Gestational diabetes - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Gestational diabetes","Maternal",1.05005084,1.017112476,1.084055887,0.194396635,"0.0544",0.729675563,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
11,"Safety - maternal","Gestational diabetes - RCTs","Pooled",1,1,"RCT","Gestational diabetes","Maternal",0.562329803,0.062602802,5.051128675,0,"0.749",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
12,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Preeclampsia/eclampsia","Maternal",0.889726734,0.335558894,2.359090094,0.276377444,"0.00218",0.794758051,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Pooled",1,1,"RCT","Preeclampsia/eclampsia","Maternal",0.582253141,0.373962279,0.9065586,0,"0.961",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Other adverse events","Maternal",1.302664628,0.940357885,1.804563091,0.039792572,"<0.001",0.827246389,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
15,"Safety - maternal","Other adverse events - RCTs","Pooled",1,1,"RCT","Other adverse events","Maternal",0.874944251,0.396942787,1.928558642,0.058953855,"0.0808",0.602534779,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Pooled",1,1,"RCT","Other pregnancy-related adverse events","Maternal",1.000222121,0.658937835,1.518268096,0,"0.632",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
17,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",1.01558872,0.960665867,1.073651603,0,"0.748",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
18,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - RCTs","Pooled",1,1,"RCT","Other placental conditions (non-chorioamnionitis)","Maternal",0.956458169,0.307351098,2.976440417,9.577576213,"0.0213",0.811413209,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Preterm birth","Maternal",0.694379751,0.53304382,0.904547094,0.079587386,"<0.001",0.947030695,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Pooled",1,1,"RCT","Preterm birth","Maternal",0.997269588,0.73826903,1.347133079,0,"0.955",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
21,"Safety - maternal","Severe adverse events - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Severe adverse events","Maternal",5.066195744,4.672293481,5.493306322,0,"0.992",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
22,"Safety - maternal","Severe adverse events - RCTs","Pooled",1,1,"RCT","Severe adverse events","Maternal",0.963317843,0.673330605,1.378195584,0,"0.707",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
23,"Safety - maternal","Stillbirth - Observational studies (unadjusted)","Pooled",1,0,"Observational (unadjusted)","Stillbirth","Maternal",0.528175181,0.181498463,1.537032425,0,"0.63",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Pooled",1,1,"RCT","Stillbirth","Maternal",0.823531214,0.056346333,12.03634069,0,"0.526",0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.310360982,0.162897679,0.591315602,0.157041537,"0.226",0.26494436,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.266231059,0.163712352,0.432948253,0.421733136,"<0.001",0.668070771,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
27,"Safety - infant","Congenital abnormalities - Observational studies (adjusted)","Pooled",1,0,"Observational (adjusted)","Congenital abnormalities","Infant",0.952761951,0.844115751,1.075392012,0.00708001,"0.00666",0.688804175,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
