"id_meta","domain","analysis_label","study","is_meta","is_rct","study_design","outcome","population","rr","rr_lower","rr_upper","tau_sq","p","i_sq","effect_measure","rr_order","rr_lower_order","rr_upper_order","rob","rob_original","ab","ab_abbrev","ab_footnote","n_events_vax","n_vax","mean_vax","lower_vax","upper_vax","sd_vax","se_vax","n_events_unvax","n_unvax","mean_unvax","lower_unvax","upper_unvax","sd_unvax","se_unvax","te","lower","upper","notes"
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Chong 2022",0,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",0.081081081,0.005450862,1.20607382,,,,,1,1,3,"Critical","Critical",,,,0,8,,,,,,18,25,,,,,,,,,
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Hincapie Palacio 2018",0,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",1.747149564,0.084149977,36.27489534,,,,,5,2,5,"Critical","Critical",,,,2,745,,,,,,0,260,,,,,,,,,
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Khodr 2017",0,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",1.168953645,0.153737564,8.888215657,,,,,4,3,4,"Critical","Critical",,,,1,5726,,,,,,14,93708,,,,,,,,,
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Skoff 2024",0,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",0.656016097,0.468218925,0.919136531,,,,,2,4,1,"Critical","Critical",,,,33,175,,,,,,142,494,,,,,,,,,"Removed a: Vaccination before pregnancy; kept b: Vaccination during pregnancy"
1,"Effectiveness","Pertussis infection (infant) - Observational studies (unadjusted)","Winter 2017",0,0,"Observational (unadjusted)","Pertussis infection (infant)","Infant",0.987987988,0.934783185,1.044221035,,,,,3,5,2,"Critical","Critical",,,,36,37,,,,,,324,329,,,,,,,,,
2,"Safety - infant","Congenital abnormalities - Observational studies (unadjusted)","Kerr 2020",0,0,"Observational (unadjusted)","Congenital abnormalities","Infant",,,,,,,,3,3,3,"Critical","Critical",,,,332,909,,,,,,12432,4822,,,,,,,,,
2,"Safety - infant","Congenital abnormalities - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Congenital abnormalities","Infant",0.253473068,0.096309411,0.667106108,,,,,1,1,1,"Critical","Critical",,,,5,1119,,,,,,22,1248,,,,,,,,,
2,"Safety - infant","Congenital abnormalities - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Congenital abnormalities","Infant",,,,,,,,4,4,4,"Critical","Critical",,,,0,57,,,,,,0,42,,,,,,,,,
2,"Safety - infant","Congenital abnormalities - Observational studies (unadjusted)","Morgan 2015",0,0,"Observational (unadjusted)","Congenital abnormalities","Infant",0.884787472,0.281842816,2.777608036,,,,,2,2,2,"Critical","Critical",,,,84,7152,,,,,,3,226,,,,,,,,,
3,"Safety - infant","Congenital abnormalities - RCTs","Haidara 2024",0,1,"RCT","Congenital abnormalities","Infant",4.731225296,0.258595685,86.56174137,,,,,3,2,3,"Low","Low",,,,4,126,,,,,,0,66,,,,,,,,,
3,"Safety - infant","Congenital abnormalities - RCTs","Perrett 2022",0,1,"RCT","Congenital abnormalities","Infant",1.141495601,0.445644932,2.923879786,,,,,2,3,2,"Low","Low",,,,9,341,,,,,,8,346,,,,,,,,,
3,"Safety - infant","Congenital abnormalities - RCTs","Hoang 2016",0,1,"RCT","Congenital abnormalities","Infant",,,,,,,,4,4,4,"High","High",,,,0,52,,,,,,0,48,,,,,,,,,
3,"Safety - infant","Congenital abnormalities - RCTs","Munoz 2014",0,1,"RCT","Congenital abnormalities","Infant",0.227272727,0.022298936,2.316383723,,,,,1,1,1,"Low","Low",,,,1,33,,,,,,2,15,,,,,,,,,
4,"Safety - infant","Low birth weight - Observational studies (unadjusted)","Winter 2017",0,0,"Observational (unadjusted)","Low birth weight","Infant",1.006578947,0.240685447,4.20964869,,,,,1,1,2,"Critical","Critical",,,,2,38,,,,,,16,306,,,,,,,,,
4,"Safety - infant","Low birth weight - Observational studies (unadjusted)","Donegan 2014",0,0,"Observational (unadjusted)","Low birth weight","Infant",1.213337943,0.988471941,1.489358375,,,,,2,2,1,"Critical","Critical",,,,126,6185,,,,,,311,18523,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Hincapie Palacio 2018",0,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.872483221,0.170302866,4.469842413,,,,,4,4,3,"Critical","Critical",,,,5,745,,,,,,2,260,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.065601765,0.003790602,1.135331975,,,,,1,1,1,"Critical","Critical",,,,0,1119,,,,,,8,1248,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Winter 2017",0,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.577311577,0.033023416,10.09249497,,,,,3,3,5,"Critical","Critical",,,,0,49,,,,,,6,371,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Donegan 2014",0,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.998275397,0.201533328,4.944858403,,,,,5,5,4,"Critical","Critical",,,,2,6185,,,,,,6,18523,,,,,,,,,
5,"Safety - infant","Neonatal mortality - Observational studies (unadjusted)","Morgan 2015",0,0,"Observational (unadjusted)","Neonatal mortality","Infant",0.158336246,0.007623112,3.288731358,,,,,2,2,2,"Critical","Critical",,,,2,7152,,,,,,0,226,,,,,,,,,
7,"Safety - infant","Small for gestational age - Observational studies (unadjusted)","Berenson 2016",0,0,"Observational (unadjusted)","Small for gestational age","Infant",0.869716978,0.55731293,1.357240398,,,,,2,1,2,"Critical","Critical",,,,46,1109,,,,,,31,650,,,,,,,,,
7,"Safety - infant","Small for gestational age - Observational studies (unadjusted)","Immink 2023",0,0,"Observational (unadjusted)","Small for gestational age","Infant",0.76025044,0.568325175,1.016989494,,,,,1,2,1,"Critical","Critical",,,,51,685,,,,,,232,2369,,,,,,,,,
7,"Safety - infant","Small for gestational age - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Small for gestational age","Infant",1.241200381,0.889339898,1.732271754,,,,,3,3,3,"Critical","Critical",,,,69,1119,,,,,,62,1248,,,,,,,,,
8,"Safety - maternal","Fever (maternal) - Observational studies (unadjusted)","Glover 2020",0,0,"Observational (unadjusted)","Fever (maternal)","Maternal",1.06213543,0.637543387,1.769497879,,,,,1,3,1,"Critical","Critical",,,,44,7886,,,,,,22,4188,,,,,,,,,
8,"Safety - maternal","Fever (maternal) - Observational studies (unadjusted)","Nguyen 2025",0,0,"Observational (unadjusted)","Fever (maternal)","Maternal",2.177935943,0.228174773,20.78847238,,,,,2,2,3,"Critical","Critical",,,,3,281,,,,,,1,204,,,,,,,,,
8,"Safety - maternal","Fever (maternal) - Observational studies (unadjusted)","Kharbanda 2016",0,0,"Observational (unadjusted)","Fever (maternal)","Maternal",5.071627518,1.967862781,13.07073132,,,,,4,4,2,"Critical","Critical",,,,15,53855,,,,,,6,109253,,,,,,,,,
8,"Safety - maternal","Fever (maternal) - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Fever (maternal)","Maternal",2.217391304,0.092579949,53.10895348,,,,,3,1,4,"Critical","Critical",,,,1,57,,,,,,0,42,,,,,,,,,
9,"Safety - maternal","Fever (maternal) - RCTs","Perrett 2020",0,1,"RCT","Fever (maternal)","Maternal",1.352883675,0.305060135,5.999781776,,,,,1,3,1,"Low","Low",,,,4,341,,,,,,3,346,,,,,,,,,
9,"Safety - maternal","Fever (maternal) - RCTs","Sompagdee 2020",0,1,"RCT","Fever (maternal)","Maternal",,,,,,,,4,4,4,"High","High",,,,0,87,,,,,,0,13,,,,,,,,,"Summed the exposed numbers; a: Seronegativity with Tdap; b: Seropositivity with Tdap"
9,"Safety - maternal","Fever (maternal) - RCTs","Hoang 2016",0,1,"RCT","Fever (maternal)","Maternal",2.771428571,0.11562422,66.42912993,,,,,3,2,3,"High","High",,,,1,52,,,,,,0,48,,,,,,,,,
9,"Safety - maternal","Fever (maternal) - RCTs","Munoz 2014",0,1,"RCT","Fever (maternal)","Maternal",1.388059701,0.059867726,32.18277812,,,,,2,1,2,"Low","Low",,,,1,33,,,,,,0,15,,,,,,,,,
10,"Safety - maternal","Gestational diabetes - Observational studies (unadjusted)","Becerra-Culqui 2018",0,0,"Observational (unadjusted)","Gestational diabetes","Maternal",1.051870594,1.01884162,1.085970305,,,,,2,2,2,"Critical","Critical",,,,6238,39077,,,,,,6513,42916,,,,,,,,,
10,"Safety - maternal","Gestational diabetes - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Gestational diabetes","Maternal",0.506946137,0.241111174,1.065875054,,,,,1,1,1,"Critical","Critical",,,,10,1119,,,,,,22,1248,,,,,,,,,
11,"Safety - maternal","Gestational diabetes - RCTs","Barug 2019",0,1,"RCT","Gestational diabetes","Maternal",0.344729345,0.01432971,8.29314229,,,,,1,1,2,"Low","Low",,,,0,58,,,,,,1,60,,,,,,,,,
11,"Safety - maternal","Gestational diabetes - RCTs","Perrett 2020",0,1,"RCT","Gestational diabetes","Maternal",,,,,,,,3,3,3,"Low","Low",,,,0,341,,,,,,0,346,,,,,,,,,
11,"Safety - maternal","Gestational diabetes - RCTs","Sompagdee 2020",0,1,"RCT","Gestational diabetes","Maternal",0.597701149,0.19444457,1.837267372,,,,,2,2,1,"Some concerns","Some concerns",,,,12,87,,,,,,3,13,,,,,,,,,
12,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (unadjusted)","Becerra-Culqui 2018",0,0,"Observational (unadjusted)","Preeclampsia/eclampsia","Maternal",0.981041954,0.936801682,1.027371464,,,,,2,4,2,"Critical","Critical",,,,3139,39077,,,,,,3514,42916,,,,,,,,,
12,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Preeclampsia/eclampsia","Maternal",0.41373346,0.258151913,0.663080022,,,,,1,1,1,"Critical","Critical",,,,23,1119,,,,,,62,1248,,,,,,,,,
12,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (unadjusted)","Donegan 2014",0,0,"Observational (unadjusted)","Preeclampsia/eclampsia","Maternal",1.220114375,0.743817298,2.001404232,,,,,3,3,3,"Critical","Critical",,,,22,6185,,,,,,54,18523,,,,,,,,,
12,"Safety - maternal","Preeclampsia/eclampsia - Observational studies (unadjusted)","Maertens 2016",0,0,"Observational (unadjusted)","Preeclampsia/eclampsia","Maternal",2.210526316,0.469224609,10.41383274,,,,,4,2,4,"Critical","Critical",,,,6,57,,,,,,2,42,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Barug 2019",0,1,"RCT","Preeclampsia/eclampsia","Maternal",1.034482759,0.06624737,16.15391784,,,,,4,2,4,"Low","Low",,,,1,58,,,,,,1,60,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Haidara 2024",0,1,"RCT","Preeclampsia/eclampsia","Maternal",0.503759398,0.072545857,3.498111961,,,,,1,3,2,"Low","Low",,,,2,133,,,,,,2,67,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Perrett 2020",0,1,"RCT","Preeclampsia/eclampsia","Maternal",0.507331378,0.175229652,1.4688446,,,,,2,5,1,"Low","Low",,,,5,341,,,,,,10,346,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Sompagdee 2020",0,1,"RCT","Preeclampsia/eclampsia","Maternal",1.388571429,0.079122429,24.36895136,,,,,5,4,5,"Some concerns","Some concerns",,,,4,87,,,,,,0,13,,,,,,,,,
13,"Safety - maternal","Preeclampsia/eclampsia - RCTs","Halperin 2018",0,1,"RCT","Preeclampsia/eclampsia","Maternal",0.514925373,0.047243767,5.612341178,,,,,3,1,3,"Moderate","Moderate",,,,1,134,,,,,,2,138,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Berenson 2016",0,0,"Observational (unadjusted)","Other adverse events","Maternal",1.055004509,0.355086117,3.134548095,,,,,2,2,5,"Critical","Critical",,,,9,1109,,,,,,5,650,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Glover 2020",0,0,"Observational (unadjusted)","Other adverse events","Maternal",1.331796757,1.190831523,1.489448815,,,,,4,4,2,"Critical","Critical",,,,968,7886,,,,,,386,4188,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Hall 2020",0,0,"Observational (unadjusted)","Other adverse events","Maternal",1.602671426,1.452774132,1.76803513,,,,,5,5,3,"Critical","Critical",,,,433,10710,,,,,,3316,131450,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Jones 2021",0,0,"Observational (unadjusted)","Other adverse events","Maternal",0.11827957,0.004963388,2.818650617,,,,,1,1,4,"Critical","Critical",,,,0,77,,,,,,1,27,,,,,,,,,
14,"Safety - maternal","Other adverse events - Observational studies (unadjusted)","Nguyen 2025",0,0,"Observational (unadjusted)","Other adverse events","Maternal",1.094729707,0.956552611,1.252866928,,,,,3,3,1,"Critical","Critical",,,,190,281,,,,,,126,204,,,,,,,,,
15,"Safety - maternal","Other adverse events - RCTs","Haidara 2024",0,1,"RCT","Other adverse events","Maternal",0.617511521,0.425448817,0.89627815,,,,,1,1,1,"Low","Low",,,,38,133,,,,,,31,67,,,,,,,,,
15,"Safety - maternal","Other adverse events - RCTs","Perrett 2020",0,1,"RCT","Other adverse events","Maternal",,,,,,,,4,4,4,"Low","Low",,,,758,341,,,,,,360,346,,,,,,,,,
15,"Safety - maternal","Other adverse events - RCTs","VillarrealPerez 2017",0,1,"RCT","Other adverse events","Maternal",1.092857143,0.732493891,1.630507433,,,,,3,3,3,"Some concerns","Some concerns",,,,34,90,,,,,,28,81,,,,,,,,,
15,"Safety - maternal","Other adverse events - RCTs","Hoang 2016",0,1,"RCT","Other adverse events","Maternal",1.02534965,0.661233482,1.589970765,,,,,2,2,2,"High","High",,,,23,52,,,,,,22,51,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Barug 2019",0,1,"RCT","Other pregnancy-related adverse events","Maternal",1.724137931,0.431535554,6.888543893,,,,,3,4,2,"Low","Low",,,,5,58,,,,,,3,60,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Haidara 2024",0,1,"RCT","Other pregnancy-related adverse events","Maternal",5.561797753,0.31212435,99.10663562,,,,,5,3,5,"Low","Low",,,,5,133,,,,,,0,67,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Perrett 2020",0,1,"RCT","Other pregnancy-related adverse events","Maternal",0.904373327,0.610173006,1.340424939,,,,,1,5,1,"Low","Low",,,,41,341,,,,,,46,346,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Sompagdee 2020",0,1,"RCT","Other pregnancy-related adverse events","Maternal",1.388571429,0.079122429,24.36895136,,,,,2,1,4,"Some concerns","Some concerns",,,,4,87,,,,,,0,13,,,,,,,,,
16,"Safety - maternal","Other pregnancy-related adverse events - RCTs","Hoang 2016",0,1,"RCT","Other pregnancy-related adverse events","Maternal",1.961538462,0.183509347,20.96696001,,,,,4,2,3,"High","High",,,,2,52,,,,,,1,51,,,,,,,,,
17,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (unadjusted)","Becerra-Culqui 2018",0,0,"Observational (unadjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",1.014600991,0.959453068,1.072918733,,,,,1,2,1,"Critical","Critical",,,,2232,39077,,,,,,2416,42916,,,,,,,,,
17,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - Observational studies (unadjusted)","Berenson 2016",0,0,"Observational (unadjusted)","Other placental conditions (non-chorioamnionitis)","Maternal",1.110531062,0.642459355,1.919622197,,,,,2,1,2,"Critical","Critical",,,,36,1109,,,,,,19,650,,,,,,,,,
18,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - RCTs","Barug 2019",0,1,"RCT","Other placental conditions (non-chorioamnionitis)","Maternal",9.307692308,0.512340315,169.0929517,,,,,2,2,2,"Low","Low",,,,4,58,,,,,,0,60,,,,,,,,,
18,"Safety - maternal","Other placental conditions (non-chorioamnionitis) - RCTs","Haidara 2024",0,1,"RCT","Other placental conditions (non-chorioamnionitis)","Maternal",0.07223114,0.003785295,1.378317285,,,,,1,1,1,"Low","Low",,,,0,133,,,,,,3,67,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Becerra-Culqui 2018",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.636723922,0.605504221,0.669553306,,,,,4,5,2,"Critical","Critical",,,,2235,39077,,,,,,3855,42916,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Becerra-Culqui 2020",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.641872115,0.611127571,0.674163352,,,,,5,6,3,"Critical","Critical",,,,2392,41781,,,,,,3909,43826,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Immink 2023",0,0,"Observational (unadjusted)","Preterm birth","Maternal",1.349120083,1.026289018,1.773501387,,,,,8,8,7,"Critical","Critical",,,,65,690,,,,,,168,2406,,,,,,,,,"Both were labeled as Immink 2023a, assuming same group; a - Vaccinated 20-24w GA"
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","VandenBosch 2026",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.75191762,0.591529946,0.955792874,,,,,6,4,6,"Critical","Critical",,,,178,2375,,,,,,92,923,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Winter 2017",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.361244019,0.05010414,2.604520159,,,,,1,1,8,"Critical","Critical",,,,1,38,,,,,,22,302,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","DeSilva 2017",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.532622685,0.481162222,0.589586862,,,,,3,3,1,"Serious","Serious",,,,426,45008,,,,,,2711,152556,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Morgan 2015",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.499741072,0.346672813,0.720394361,,,,,2,2,4,"Critical","Critical",,,,427,7152,,,,,,27,226,,,,,,,,,
19,"Safety - maternal","Preterm birth - Observational studies (unadjusted)","Layton 2017",0,0,"Observational (unadjusted)","Preterm birth","Maternal",0.76462,0.748285261,0.781311318,,,,,7,7,5,"Critical","Critical",,,,8747,148817,,,,,,66968,871177,,,,,,,,,"<27GW at vaccination + >= 27GW at vaccination for exposed groups"
20,"Safety - maternal","Preterm birth - RCTs","Haidara 2024",0,1,"RCT","Preterm birth","Maternal",1.007518797,0.314652318,3.226081834,,,,,3,5,3,"Low","Low",,,,8,133,,,,,,4,67,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Perrett 2020",0,1,"RCT","Preterm birth","Maternal",1.240143369,0.520513726,2.954687841,,,,,4,7,2,"Low","Low",,,,11,341,,,,,,9,346,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Sompagdee 2020",0,1,"RCT","Preterm birth","Maternal",1.388571429,0.079122429,24.36895136,,,,,6,2,7,"Some concerns","Some concerns",,,,4,87,,,,,,0,13,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Hoang 2016",0,1,"RCT","Preterm birth","Maternal",0.326984127,0.013631901,7.843265249,,,,,1,1,4,"High","High",,,,0,52,,,,,,1,51,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Halperin 2018",0,1,"RCT","Preterm birth","Maternal",2.059701493,0.188975069,22.44936471,,,,,7,4,6,"Moderate","Moderate",,,,2,134,,,,,,1,138,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Munoz 2014",0,1,"RCT","Preterm birth","Maternal",1.363636364,0.154246067,12.0554395,,,,,5,3,5,"Low","Low",,,,3,33,,,,,,1,15,,,,,,,,,
20,"Safety - maternal","Preterm birth - RCTs","Shakib 2013",0,1,"RCT","Preterm birth","Maternal",0.793401414,0.379204373,1.66001726,,,,,2,6,1,"Serious","Serious",,,,8,134,,,,,,38,505,,,,,,,,,
21,"Safety - maternal","Severe adverse events - Observational studies (unadjusted)","Jones 2021",0,0,"Observational (unadjusted)","Severe adverse events","Maternal",,,,,,,,3,3,3,"Critical","Critical",,,,0,77,,,,,,0,27,,,,,,,,,
21,"Safety - maternal","Severe adverse events - Observational studies (unadjusted)","Nguyen 2025",0,0,"Observational (unadjusted)","Severe adverse events","Maternal",5.081850534,1.167732953,22.11567703,,,,,2,2,1,"Critical","Critical",,,,14,281,,,,,,2,204,,,,,,,,,
21,"Safety - maternal","Severe adverse events - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Severe adverse events","Maternal",,,,,,,,4,4,4,"Critical","Critical",,,,0,1119,,,,,,0,1248,,,,,,,,,
21,"Safety - maternal","Severe adverse events - Observational studies (unadjusted)","Tseng 2022",0,0,"Observational (unadjusted)","Severe adverse events","Maternal",5,0.240050768,104.1446366,,,,,1,1,2,"Critical","Critical",,,,2,16606,,,,,,0,16606,,,,,,,,,"Maternal death"
22,"Safety - maternal","Severe adverse events - RCTs","Haidara 2024",0,1,"RCT","Severe adverse events","Maternal",1.108270677,0.55731386,2.203899777,,,,,2,2,2,"Low","Low",,,,22,133,,,,,,10,67,,,,,,,,,
22,"Safety - maternal","Severe adverse events - RCTs","Perrett 2020",0,1,"RCT","Severe adverse events","Maternal",0.927691663,0.684371858,1.257520764,,,,,1,3,1,"Low","Low",,,,64,341,,,,,,70,346,,,,,,,,,
22,"Safety - maternal","Severe adverse events - RCTs","Hoang 2016",0,1,"RCT","Severe adverse events","Maternal",2.942857143,0.122687113,70.58938724,,,,,3,1,3,"High","High",,,,1,52,,,,,,0,51,,,,,,,,,
23,"Safety - maternal","Stillbirth - Observational studies (unadjusted)","Berenson 2016",0,0,"Observational (unadjusted)","Stillbirth","Maternal",0.195433378,0.007972648,4.790654654,,,,,2,1,3,"Critical","Critical",,,,0,1109,,,,,,1,650,,,,,,,,,
23,"Safety - maternal","Stillbirth - Observational studies (unadjusted)","Sancovski 2019",0,0,"Observational (unadjusted)","Stillbirth","Maternal",0.18588025,0.022412057,1.541646423,,,,,1,2,1,"Critical","Critical",,,,1,1119,,,,,,6,1248,,,,,,,,,
23,"Safety - maternal","Stillbirth - Observational studies (unadjusted)","Donegan 2014",0,0,"Observational (unadjusted)","Stillbirth","Maternal",0.714285714,0.226756086,2.250012741,,,,,3,4,2,"Critical","Critical",,,,5,13371,,,,,,7,13371,,,,,,,,,
23,"Safety - maternal","Stillbirth - Observational studies (unadjusted)","Morgan 2015",0,0,"Observational (unadjusted)","Stillbirth","Maternal",0.789988814,0.107511132,5.80481586,,,,,4,3,4,"Critical","Critical",,,,25,7152,,,,,,1,226,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Haidara 2024",0,1,"RCT","Stillbirth","Maternal",2.015037594,0.22970797,17.67625434,,,,,3,3,3,"Low","Low",,,,4,133,,,,,,1,67,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Perrett 2020",0,1,"RCT","Stillbirth","Maternal",,,,,,,,4,4,4,"Low","Low",,,,0,341,,,,,,0,346,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Sompagdee 2020",0,1,"RCT","Stillbirth","Maternal",,,,,,,,5,5,5,"Some concerns","Some concerns",,,,0,87,,,,,,0,13,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Hoang 2016",0,1,"RCT","Stillbirth","Maternal",0.326984127,0.013631901,7.843265249,,,,,1,1,2,"High","High",,,,0,52,,,,,,1,51,,,,,,,,,
24,"Safety - maternal","Stillbirth - RCTs","Shakib 2013",0,1,"RCT","Stillbirth","Maternal",0.362651789,0.020172669,6.519530114,,,,,2,2,1,"Serious","Serious",,,,0,138,,,,,,5,552,,,,,,,,,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.34,0.15,0.77,,,,"RR",5,5,3,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.34,0.15,0.77,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Morabito 2026",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.11,0.02,0.88,,,,"HR",3,3,5,"Low","Low",,,,,53448,,,,,,,53448,,,,,,0.11,0.02,0.88,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Winter 2017",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.42,0.2,0.85,,,,"OR",6,6,4,"Serious","Serious",,,,,49,,,,,,,371,,,,,,0.42,0.2,0.85,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Mbayei 2019",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.51,0.28,0.93,,,,"RR",7,7,6,"Moderate","Moderate",,,,11,25,,,,,,49,71,,,,,,0.51,0.28,0.93,
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Becker-Dreps 2018",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.34,0.08,1.5,,,,"HR",4,4,7,"Serious","Serious",,,,4,90445,,,,,,76,542380,,,,,,0.34,0.08,1.5,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Saul 2017",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.06,0.01,0.41,,,,"OR",1,1,1,"Moderate","Moderate",,,,0,124,,,,,,37,110,,,,,,0.06,0.01,0.41,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
25,"Effectiveness","Pertussis complications (infant) - Observational studies (adjusted)","Skoff 2017",0,0,"Observational (adjusted)","Pertussis complications (infant)","Infant",0.09,0.01,0.75,,,,"OR",2,2,2,"Serious","Serious",,,,0,139,,,,,,157,636,,,,,,0.09,0.01,0.75,"SOURCE: Adjusted data only; no matching unadjusted binary row found"
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Fernandes 2019",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.193,0.084,0.441,,,,"OR",7,7,4,"Moderate","Moderate",,,,,151,,,,,,,140,,,,,,0.193,0.084,0.441,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Hsiao 2025",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.04,0.004,0.354,,,,"HR",1,1,2,"Moderate","Moderate",,,,,170799,,,,,,,88304,,,,,,0.04,0.004,0.354,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Juscamayta-López 2023",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.19,0.04,0.86,,,,"OR",5,5,9,"Low","Low",,,,2,27,,,,,,48,173,,,,,,0.19,0.04,0.86,
26,"Effectiveness","Pertussis infection (infant) - Observational studies (adjusted)","Kildegaard 2025",0,0,"Observational (adjusted)","Pertussis infection (infant)","Infant",0.3,0.14,0.64,,,,"RR",9,10,7,"Moderate","Moderate",,,,,108350,,,,,,,107624,,,,,,0.3,0.14,0.64,
